,title,description
10,Conseiller Banque et Assurance H/F,"Abordons ensemble vos missions principales : Relations Multicanal et digitales Assurer, dans un mode multi-canal, le développement d'un ensemble de relations clients au sein d'un fonds de commerce Proposer la gamme centrale de produits du Crédit agricole en mode multi-canal Développement de la relation client Participer efficacement à l'atteinte des objectifs qualitatifs et quantitatifs de son agence et favoriser la réalisation des actions commerciales Organiser son activité commerciale par la prise de RDV et la vente par différents canaux Assurer un passage de relais et/ou solliciter l'appui d'un spécialiste ou expert pour les situations nécessitant un conseil plus complexe S'assurer d'être dans les référentiels de performance et d'activité de son métier Traiter les opportunités de contact qui lui sont assignés par son manager et susciter des opportunités commerciales Satisfaction client Mettre tout en œuvre pour développer la satisfaction client et le Service Après la Vente de son point de vente Enrichir le système d'information clientèle et assure le suivi administratif des opérations traitées dans le respect des règles et des procédures internes Soutenir et participer à l'accueil physique et dématérialisé de nos clients et prospects Et vous ? Votre profil: Vous avez une forte appétence commerciale et le sens de la négociation Vous êtes diplômé(e) de l'enseignement supérieur Bac 2 minimum Dynamique, autonome, vous possédez de bonnes qualités relationnelles Vous faites preuve de rigueur et d'organisation Vous avez l'envie de construire un parcours professionnel vers des métiers d'expertise ou de management"
11,Alternance - LP Banque et Assurances (F/H) - Lorraine (H/F),"Le domaine bancaire, ça vous passionne ? Vous recherchez une alternance dans le cadre de votre licence ? Cette offre est faite pour vous ! Nous recherchons sur la région Lorraine nos futurs alternants en Licence professionnelle Assurance Banque Finance pour la rentrée 2021.   Mais tout d'abord, qui sommes-nous ?  Banque du groupe BPCE, deuxième acteur bancaire français, et par le biais de ses 200 agences et Centres d'Affaires, La Banque Populaire Alsace Lorraine Champagne est forte de ses 2 600 collaborateurs et est présente sur les marchés du particulier, du professionnel, de l'agriculture-viticulture et des entreprises. Régionale et handi-accueillante, elle favorise l'intégration de ses futurs talents alsaciens, lorrains et champenois. Poste et missions Votre alternance chez nous vous permettra de vivre pleinement le métier de Chargé(e) d'accueil dans un premier temps, puis le métier de Chargé(e) de Clientèle Particuliers. Réaliser des entretiens en binôme, comprendre les besoins des clients et prospects pour leur apporter un conseil personnalisé, monter en compétences en développant un portefeuille clients et en proposant nos services bancaires et financiers, voilà les missions qui vous seront attribuées pour rendre votre expérience à la BPALC enrichissante et unique ! Bien entendu, nous avons à cœur de vous attribuer un tuteur accompagnant, avec l'appui de la DRH et des équipes pédagogiques pour vous suivre tout au long de cette aventure. Alors n'hésitez plus ! Un bac +2 dans les domaines du commerce, de la gestion et/ou de la finance, accompagné d'un réel goût du contact client, d'un véritable esprit de service, d'une envie irrésistible d'apprendre (avec une petite appétence pour les nouvelles technologies) et le tour est joué !   Un clic pour déposer votre CV, et votre rêve pourrait devenir réalité. Simple non ?"
12,Opérateur(trice) back office banque assurance (H/F),"*** URGENT ***  Vous serez chargé de l'analyse, du contrôle, de la saisie de données et la mise à jour de dossiers d'Assurances Vie.  Vous devez avoir une bonne maitrise de l'informatique, de la rigueur et une bonne capacité d'analyse.  vous savez lire l'anglais.  Une connaissance du secteur banque assurance serait un plus,  vous serez formé en entreprise . CDD de 4 à 6 mois (reconductible)"
13,Gestion en banque et assurance (H/F),"Le Cabinet Conseil Recrutement d'Aix/Marseille recrute pour l'un de ses clients référents dans l'aménagement d'intérieur et extérieur, un profil Chargé de clientèle SAV (H/F) en centre d'appel.  En tant que garant de la satisfaction client, vous serez en charge des missions suivantes :  - Assurer l'accueil téléphonique des clients  - Identifier les problématiques et assurer le suivi des commandes dans les délais (vérifications des produits et installations, contrôle des garanties, suivi des livraisons)  - Planifier les interventions des techniciens SAV sur un secteur géographique donné  - Réaliser les tâches administratives diverses (traitement des mails, courriers, suivi des bons de commandes, clôture des dossiers, facturation)  - Remonter les anomalies récurrentes et problèmes techniques auprès de la direction  - Garantir la sécurité des biens et des personnes (veille sur législation, règles, entretiens des produits)  Avec une première expérience sur une fonction similaire, vous avez un goût prononcé pour le bricolage, l'ameublement et / ou la décoration. Vous aimez rendre service, renseigner et résoudre des problématiques précises. Vous êtes à l'aise sur les outils informatiques (gestion des mails, maitrise du pack office, adaptation aux logiciels internes, etc?) Vous êtes reconnu.e pour les qualités suivantes : rigueur, réactivité, sens de l'écoute et gestion des émotions.   Développer vos compétences au sein d'un service dynamique où l'on valorise votre implication et votre curiosité en postulant directement sur l'annonce !  Contrat : CDI Du lundi au vendredi Horaires : 35H (roulement 9h-12 / 13h-17h et 10h-13h / 14h-18h) Salaire : en fonction du profil (1650 à 1750€ / mois) + primes mensuelles sur objectifs + 13e mois    Dans le cadre de sa politique diversité, Manpower étudie, à compétences égales, toutes candidatures dont celles de personnes en situation de handicap"
14,Gestion en banque et assurance (H/F),"Expectra, leader en France de l'intérim spécialisé et du recrutement en CDI de cadres et agents de maîtrise.Les consultants du Département Ingénierie & Industries vous proposent des opportunités de carrière. Nous recherchons pour le compte de notre client, acteur majeur dans la production et distribution de produits laitiers, pour son site de production basé en Belgique à 30 mn de Tourcoing un(e) Gestionnaire BACK OFFICE ET FLUX GRANDE DISTRIBUTION (F/H) Véritable chef d'orchestre, vous gérez la relation commerciale au quotidien (Grande Distribution, Grossistes, Importateurs, Distributeurs) ainsi que l'ensemble des flux de marchandises et d'informations sur le marché Français.Au quotidien vos missions sont les suivantes : - Vous êtes en charge du suivi des commandes clients- Vous êtes l'interface entre les prestataires et les clients,  - Vous traitez des pénalités logistiques et implémentez des actions pour baisser le montant de ces pénalités- Vous êtes l'interlocuteur au quotidien de nos clients et interface entre les différents services (Marketing - Qualité-production-achats-logistique) et nos clients : vous filtrez et communiquez les informations et règlez en amont les problématiques opérationnelles.- Vous êtes en charge de la rédaction des appels d'offres et du Suivi des changements de prix- Vous préparez les fiches techniques et suivez administrativement les assortiments- Vous gérez également la saisie des données relatives aux produits sur diverses plateformes digitales et logistiques- Vous traitez les demandes d'échantillons : préparation et gestion des envois d'échantillons- Vous suivez les statistiques de ventes et la gestion budgétaire des comptes clients en ligne avec les accords commerciaux pour chaque enseigneCe poste, basé en BELGIQUE à 30mn de Tourcoing est à pourvoir dans le cadre d'un CDI sous contrat de travail belge ou français.La rémunération brute annuelle est à négocier selon votre expérience. De formation Bac+2 à +3, vous justifiez d'une expérience réussie de 3 à 5 ans en gestion de Back Office ou de porte feuille produits en grande distribution. Vous maitrisez parfaitement les outils informatiques notamment excel sur les fonctions avancées (TCD , recherche V) et appréciez travailler avec les chiffres.  Vous connaissez parfaitement le secteur de la Grande Distribution et vous possédez un très bon niveau d'anglais, le néerlandais serait un plus.Vous avez une excellente organisation de travail et savez gérer les priorités. On vous dit dynamique, ouvert(e), adaptable, résistant(e) au stress. Vous avez l'esprit d'équipe, êtes à l'écoute, savez être force de proposition et surtout vous êtes une personne fiable et loyale."
15,Gestion en banque et assurance (H/F),"Descriptif du poste Reférence : EGIT02806 / Nombre de postes à pourvoir : PLUSIEURS TALENTS RH, société de recrutement spécialisée Profils Rares & Hautes Compétences, cherche, pour l'un de ses partenaires, des Leaders Techniques Back end C# .NET F/H. Missions : Endosser le rôle de Référent TechniqueGarantir la pertinence des choix technologiques et architecturaux de l'équipe de développementFaire monter en compétence l'équipeParticiper à la création de nouveaux canaux de venteEnrichir le Framework de l'entreprise et le système d'analyse de logsRéaliser la maintenance applicative Profil : De formation Bac +2 vous avez une très forte expérience sur les technologies MicrosoftVous justifiez de 5 années d'expérience en développement C# .NET ainsi que d'une expérience significative sur le même type de posteVous maîtrisez le design pattern MVC, le développement SQL ainsi que JQuery, CSS3 et HTML5Vous avez des notions en PHP / MYSQLVous êtes autonome, enthousiasme et aimez le travail en équipeVous avez le gout des responsabilités et la satisfaction client fait partie de vos priorités"
16,Consultant Product Owner - Secteur Banque Finance Assurance (H/F),"Vos missions sont les suivantes : Analyser et spécifier les APIs selon les normes ; Analyser et spécifier les flux et des traitement ; Assurer le lien avec l'architecte API, le Responsable Applicatif API Manager et les équipes de développement ; Assurer le suivi de l'avancement de la réalisation des spécifications des APIs et Flux ; Participer à la production des différents livrables du projet dans le respect de la qualité, des coûts et des délais ; Administrer fonctionnellement la création des consommateurs, souscriptions, publications etc ; Participer aux estimations des besoins ; Contribuer à la préparation des cas de test et aux jeux de données, support et contrôle à la recette (réalisation des tests unitaire par l'équipe de développement et de la recette). Profil recherché : Diplômé(e) d'une école d'ingénieur ou d'un Master 2 en informatique, vous justifiez de 5 ans d'expérience sur un poste similaire. Vous avez des appétences dans la conception et la mise en place des API et vous êtes adepte de la méthode Agile. La maitrise de l'anglais est indispensable. Dynamique et curieux, vous avez le sens du service et faites preuve d'initiative, de compétence d'analyse et de synthèse. Vous êtes quelqu'un de rigoureux avec une forte capacité d'adaptation ? Vous n'avez pas peur de travailler dans un environnement exigeant mais stimulant ? Alors saisissez l'opportunité et postulez"
17,Responsable Applicatif - Secteur Banque Finance Assurance H/F,"Descriptif du projet Dans le cadre d'un projet majeur, vous intégrerez les équipes en tant que Responsable Applicatif. Vos tâches seront les suivantes : Réaliser le Suivi de production ; Traiter les incidents et organiser leur remédiation ; Traiter les demandes d'évolution émanant des Métiers utilisateurs de l'application ; Traiter ou piloter des actions récurrentes de Run (Intégration de fichiers et contrôle du chargement, suivi des relances, ) ; Fournir un support utilisateur de qualité aux Métiers ; Contribuer à l'intégration des nouvelles versions des composants ou des fonctionnalités de l'application ; Superviser les indicateurs de performance de l'application et réaliser le reporting à son management ; Proposer des optimisations et des gains d'efficacité ; Maintenir la documentation technique ; Contribuer au Plan de gestion de l'obsolescence ; Contribuer au Plan de continuité de l'activité (PCA). Profil recherché Diplômé(e) d'une école d'ingénieurs ou d'un master 2, vous justifiez d'une expérience de 3 ans minimum dans un poste similaire. Vous maîtrisez le développement Java et front avec Angular, ainsi qu'Oracle et SQL. Vous avez des compétences en intégration de composants techniques avec les flux associés (Architecture 3 tiers, authentification SAML, Web services, https, etc). Vous êtes rigoureux, autonome, dynamique et possédez un esprit d'équipe développé. Vous avez de bonnes capacités de synthèse. Contact Merci de faire parvenir votre CV à sirtcvalten.fr avec la référence suivante SIR/ASA/2603/3"
18,CONSEILLER BANQUE ASSURANCE - FRONTIERE SUISSE H/F,"Nous recherchons des conseillers bancaires pour le secteur PAYS DE GEX qui comporte les agences de VAL THOIRY, COLLONGES , FERNEY VOLTAIRE, PREVESSIN MOENS, DIVONNE LES BAINS, ST GENIS POUILLY , GEX, BELLEGARDE SUR VALSERINE . A quoi ressembleront vos journées ? Au sein d'une équipe dynamique, vous accueillez et conseillez nos clients tout en assurant la promotion et la vente de produits et services. Vous assurez la gestion, le développement et le suivi de nos clients. Vous diagnostiquez leurs besoins, vous leur proposez et leur commercialisez l'offre globale Crédit Agricole : services, épargnes, crédits et assurances. Les missions c'est important mais l'équipe et l'environnement de travail aussi  Vos collègues seront avec vous pour relever tous nos défis : ensemble construisez votre stratégie et utilisez au mieux les talents de chacun. Vous connaissez l'adage : seul on va plus vite, ensemble on va plus loin. Le crédit agricole a réinventé ses agences pour nous permettre de vivre ensemble « l'expérience clients ». Des installations designs et technologique pour une proximité réinventée, qui allie le local et le digital. Ça donne envie, mais concrètement, quelles seront vos activités significatives ? - Mener les réflexions préalables pour développer son portefeuille. - Diagnostiquer les besoins du client ou prospect en évaluant les risques. - Assurer la promotion et la vente des produits et services adaptés à sa clientèle dans le cadre d'une approche relationnelle globale : placement, crédit, services para-bancaires, assurance. - Négocier les conditions bancaires avec la clientèle dans le cadre de sa délégation. - Elaborer et formaliser l'information commerciale auprès de son client. - Garantir la prévention des risques dans le cadre des délégations établies. - Appliquer les procédures de traitement des prestations de services de base. Et les formations dans tout ça ? Convaincu que la formation est le levier de la stratégie de l'entreprise, nous vous accompagnons dès votre arrivée, et tout au long de votre carrière. Nos formations favoriseront votre intégration et votre évolution vers des métiers d'expertise et/ou de management. Et après. ? Le Crédit Agricole est un groupe bancaire aux fondements coopératifs et mutualistes qui vous permet une évolution de carrière régionale, nationale et même internationale. En intégrant le Crédit Agricole, vous rentrez dans un groupe pionnier dans l'innovation bancaire et le modèle de proximité qui se place parmi les tous premiers acteurs bancaires en Europe et dans le monde. Vous voulez connaître toutes les raisons de nous rejoindre ? Rendez-vous sur https://www.groupecreditagricole.jobs/ Vous hésitez encore ? Une carrière se construit dans la diversité des expériences. Elle n'est pas une trajectoire linéaire mais un parcours fait de rencontres, de projets, d'apprentissages, et de réussites multiples. Pour vous permettre de construire ce parcours, nous vous proposons une politique de gestion des talents ambitieuse et durable. N'oubliez pas que « Tout commence ici ». Vous êtes convaincu ? Alors maintenant, c'est à vous  Doté d'un tempérament commercial prononcé et d'une aisance relationnelle, vous êtes diplômé d'un bac 2 minimum, de filière commerciale ou banque-assurance-finance de préférence. Vous êtes pédagogue, agile, et capable d'inter agir avec tous les moyens de communication. Vous avez le sens du service client et êtes pro-actif. Vous possédez d'excellentes qualités commerciales, entrepreneuriales, vous avez l'esprit d'équipe et faites preuve d'organisation et de rigueur. Notre entreprise est handi-accueillante. Pour postuler, créez votre profil sur notre espace de recrutement et joignez un CV et une lettre de motivation"
19,CONSEILLER BANQUE ASSURANCE - VALLEE DU RHONE / DAUPHINE H/F,"Et si on commençait avec le témoignage d'Adrien, conseiller particuliers ? « Chaque projet est différent, et quand un client revient heureux d'avoir enfin sa maison, je suis ravie d'y avoir contribué. C'est une grande responsabilité» nous explique Adrien, Conseiller dans l'une de nos 300 agences régionales. « Véritable partenaire financier de nos clients, je les accompagne dans tous leurs projets de vie par le conseil et la vente de produits et services bancassurance ». Vous aurez plus d'une corde à votre arc et saurez gérer une diversité de besoins. A quoi ressembleront vos journées ? Au sein d'une équipe dynamique, vous accueillez et conseillez nos clients tout en assurant la promotion et la vente de produits et services. Vous assurez la gestion, le développement et le suivi de nos clients. Vous diagnostiquez leurs besoins, vous leur proposez et leur commercialisez l'offre globale Crédit Agricole : services, épargnes, crédits et assurances. Les missions c'est important mais l'équipe et l'environnement de travail aussi  Vos collègues seront avec vous pour relever tous nos défis : ensemble construisez votre stratégie et utilisez au mieux les talents de chacun. Vous connaissez l'adage : seul on va plus vite, ensemble on va plus loin. Le crédit agricole a réinventé ses agences pour nous permettre de vivre ensemble « l'expérience clients ». Des installations designs et technologique pour une proximité réinventée, qui allie le local et le digital. Ça donne envie, mais concrètement, quelles seront vos activités significatives ? - Mener les réflexions préalables pour développer son portefeuille. - Diagnostiquer les besoins du client ou prospect en évaluant les risques. - Assurer la promotion et la vente des produits et services adaptés à sa clientèle dans le cadre d'une approche relationnelle globale : placement, crédit, services para-bancaires, assurance. - Négocier les conditions bancaires avec la clientèle dans le cadre de sa délégation. - Elaborer et formaliser l'information commerciale auprès de son client. - Garantir la prévention des risques dans le cadre des délégations établies. - Appliquer les procédures de traitement des prestations de services de base. Et les formations dans tout ça ? Convaincu que la formation est le levier de la stratégie de l'entreprise, nous vous accompagnons dès votre arrivée, et tout au long de votre carrière. Nos formations favoriseront votre intégration et votre évolution vers des métiers d'expertise et/ou de management. Et après. ? Le Crédit Agricole est un groupe bancaire aux fondements coopératifs et mutualistes qui vous permet une évolution de carrière régionale, nationale et même internationale. En intégrant le Crédit Agricole, vous rentrez dans un groupe pionnier dans l'innovation bancaire et le modèle de proximité qui se place parmi les tous premiers acteurs bancaires en Europe et dans le monde. Vous voulez connaître toutes les raisons de nous rejoindre ? Rendez-vous sur https://www.groupecreditagricole.jobs/ Vous hésitez encore ? Une carrière se construit dans la diversité des expériences. Elle n'est pas une trajectoire linéaire mais un parcours fait de rencontres, de projets, d'apprentissages, et de réussites multiples. Pour vous permettre de construire ce parcours, nous vous proposons une politique de gestion des talents ambitieuse et durable. N'oubliez pas que « Tout commence ici ». Vous êtes convaincu ? Alors maintenant, c'est à vous  Doté d'un tempérament commercial prononcé et d'une aisance relationnelle, vous êtes diplômé d'un bac 2 minimum, de filière commerciale ou banque-assurance-finance de préférence. Vous êtes pédagogue, agile, et capable d'inter agir avec tous les moyens de communication. Vous avez le sens du service client et êtes pro-actif. Vous possédez d'excellentes qualités commerciales, entrepreneuriales, vous avez l'esprit d'équipe et faites preuve d'organisation et de rigueur. Notre entreprise est handi-accueillante. Pour postuler, créez votre profil sur notre espace de recrutement et joignez un CV et une lettre de motivation"
